RPID32,CTLSC,CT L-Spine w/wo,CT Lumbar Spine w and wo IV Contrast,RID10321|RID13060|0|RID34573|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID33,CTLSE,CT L-Spine w,CT Lumbar Spine w IV Contrast,RID10321|RID13060|0|RID34573|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID34,CTMFU,CT Maxillofacial wo,CT Maxillofacial wo IV Contrast,RID10321|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID35812|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID35,CTMFC,CT Maxillofacial w/wo,CT Maxillofacial w and wo IV Contrast,RID10321|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID35812|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID36,CTMFE,CT Maxillofacial w,CT Maxillofacial w IV Contrast,RID10321|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID35812|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID37,CTNKU,CT Neck wo,CT Neck wo IV Contrast,RID10321|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID38,CTNKC,CT Neck w/wo,CT Neck w and wo IV Contrast,RID10321|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID39,CTNKE,CT Neck w,CT Neck w IV Contrast,RID10321|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID40,CTORU,CT Orbits wo,CT Orbits wo IV Contrast,RID10321|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID28601|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID41,CTTMU,CT Temporal Bone wo,CT Temporal Bone wo IV Contrast,RID10321|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID9361|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID42,CTORC,CT Orbits w/wo,CT Orbits w and wo IV Contrast,RID10321|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID28601|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID43,CTTMC,CT Temporal Bone w/wo,CT Temporal Bone w and wo IV Contrast,RID10321|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID9361|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID44,CTORE,CT Orbits w,CT Orbits w IV Contrast,RID10321|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID28601|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID45,CTTME,CT Temporal Bone w,CT Temporal Bone w IV Contrast,RID10321|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID9361|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID46,CTPLU,CT Pelv wo,CT Pelvis wo IV Contrast,RID10321|RID13060|0|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID47,CTPLC,CT Pelv w/wo,CT Pelvis w and wo IV Contrast,RID10321|RID13060|0|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID48,CTPLE,CT Pelv w,CT Pelvis w IV Contrast,RID10321|RID13060|0|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID49,CTXX3D,CT 3D,CT Post Processing,RID10321|RID13060|0|0|0|0|0|0|RID36017|0|0|RID36022|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID51,CTTSU,CT T-Spine wo,CT Thoracic Spine wo IV Contrast,RID10321|RID13060|0|RID28677|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID52,CTTSC,CT T-Spine w/wo,CT Thoracic Spine w and wo IV Contrast,RID10321|RID13060|0|RID28677|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID53,CTTSE,CT T-Spine w,CT Thoracic Spine w IV Contrast,RID10321|RID13060|0|RID28677|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID62,CTSIU,CT Sinuses wo,CT Sinuses wo IV Contrast,RID10321|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID28579|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID63,CTSIE,CT Sinuses w,CT Sinuses w IV Contrast,RID10321|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID28579|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID64,CTPVUCY,CT Pelv Cystogram wo,CT Pelvis Cystogram wo IV Contrast,RID10321|RID13060|0|RID2507|0|0|0|0|RID34878|0|0|0|0|RID237|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID78,CTSPUDN,CT Spine wo Density,CT Spine wo IV Contrast Density,RID10321|RID13060|0|RID7741|0|0|0|0|RID28706|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID79,CTTE,CT Teeth,CT Teeth,RID10321|RID13060|0|RID9080|0|0|0|0|RID36025|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID84,CTSTC,CT Sella w/wo,CT Sella Turcica w and wo IV Contrast,RID10321|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID9286|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID86,CTCOS,CT Colonography Screen,CT Colonography Screening,RID10321|RID13060|0|RID56|RID2507|0|0|0|RID35723|0|0|0|0|0|0|0|RID28817|0|0|0|0|0|0|0|0|0|
RPID87,CTCOUD,CT Colonography wo Diag,CT Colonography wo IV Contrast Diagnostic,RID10321|RID13060|0|RID56|RID2507|0|0|0|RID35723|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID88,CTNDG,CT Guide Needle Place,CT Guidance for Needle Placement,RID10321|RID13060|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID89,CTCOED,CT Colonography w Diag,CT Colonography w IV Contrast Diagnostic,RID10321|RID13060|0|RID56|RID2507|0|0|0|RID35723|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID90,CTXXLTDF,CT Ltd F/U,CT Limited Follow Up,RID10321|RID13060|0|0|0|0|0|0|RID5684|0|0|0|0|0|0|0|RID35965|0|0|0|0|0|0|0|0|0|
RPID96,CTHDEPF,CT Head Perfusion,CT Head w IV Contrast Perfusion,RID10321|RID13060|0|RID9080|0|0|0|0|RID10376|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID98,CTSIC,CT Sinuses w/wo,CT Sinuses w and wo IV Contrast,RID10321|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID28579|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID105,CTSTE,CT Sella w,CT Sella Turcica w IV Contrast,RID10321|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID9286|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID106,CTSTU,CT Sella wo,CT Sella Turcica wo IV Contrast,RID10321|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID9286|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID107,,CT UE w/wo,CT Upper Extremity w and wo IV Contrast,RID10321|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID108,CTUEE,CT Arm w,CT Upper Extremity w IV Contrast,RID10321|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID109,CTUEU,CT Arm wo,CT Upper Extremity wo IV Contrast,RID10321|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID138,CTCSERN,CT C-Spine w by Recon Neuro,CT Cervical Spine w IV Contrast by Reconstruction Neuro,RID10321|RID13060|0|RID34571|0|0|0|0|RID28665|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID139,CTCSURN,CT C-Spine w/o by Recon Neuro,CT Cervical Spine wo IV Contrast by Reconstruction Neuro,RID10321|RID13060|0|RID34571|0|0|0|0|RID28665|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID140,CTCLC,CT Abd Cholangio w/wo,CT Abdomen Cholangiogram w and wo IV Contrast,RID10321|RID13060|0|RID56|0|0|0|0|RID28548|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID141,CTLSERD,CT L-Spine w by Recon,CT Lumbar Spine w IV Contrast by Reconstruction,RID10321|RID13060|0|RID34573|0|0|0|0|RID28665|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID142,CTLSURD,CT L-Spine wo by Recon,CT Lumbar Spine wo IV Contrast by Reconstruction,RID10321|RID13060|0|RID34573|0|0|0|0|RID28665|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID144,CTAPU,CT Abd/Pelv wo,CT Abdomen/Pelvis wo IV Contrast,RID10321|RID13060|0|RID56|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID145,CTAPE,CT Abd/Pelv w,CT Abdomen/Pelvis w IV Contrast,RID10321|RID13060|0|RID56|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID146,CTCHUAI,CT Chest Airway wo,CT Chest Airway wo IV Contrast,RID10321|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|RID1245|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID147,CTCHEPE,CT Chest w Embolus,CT Chest w IV Contrast Pulmonary Embolus,RID10321|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|RID28586|0|0|RID4825|0|0|0|RID28769|0|0|0|0|0|
RPID148,CTCOUS,CT Colonography wo Screen,CT Colonography wo IV Contrast Screening,RID10321|RID13060|0|RID56|RID2507|0|0|0|RID35723|0|0|0|0|0|0|0|RID28817|0|0|0|RID28768|0|0|0|0|0|
RPID152,CTABEN,CT Abd Enterography w,CT Abdomen Enterography w IV Contrast,RID10321|RID13060|0|RID56|RID2507|0|0|0|RID28549|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID156,CTPLERD,CT Pelv w by Recon,CT Pelvis w IV Contrast by Reconstruction,RID10321|RID13060|0|RID2507|0|0|0|0|RID28665|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID161,CTPLURD,CT Pelv wo by Recon,CT Pelvis wo IV Contrast by Reconstruction,RID10321|RID13060|0|RID2507|0|0|0|0|RID28665|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID162,CTTSERD,CT T-Spine w by Recon,CT Thoracic Spine w IV Contrast by Reconstruction,RID10321|RID13060|0|RID28677|0|0|0|0|RID28665|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID163,CTTSURD,CT T-Spine w/o by Recon,CT Thoracic Spine wo IV Contrast by Reconstruction,RID10321|RID13060|0|RID28677|0|0|0|0|RID28665|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID198,CTAPC,CT Abd/Pelv w/wo,CT Abdomen/Pelvis w and wo IV Contrast,RID10321|RID13060|0|RID56|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID218,CTHDPFX,CT Head Perfusion Xenon w/wo,CT Head Perfusion Xenon w and wo IV Contrast,RID10321|RID13060|0|RID9080|0|0|0|0|RID10376|0|0|0|0|0|0|0|0|0|0|0|RID11868|0|0|0|0|0|
RPID373,CTHDEA,CT Head Angio w,CT Head Angio w IV Contrast,RID10321|RID13060|0|RID9080|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID379,CTNKEA,CT Neck Angio w,CT Neck Angio w IV Contrast,RID10321|RID13060|0|RID7488|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID454,MRXX3D,MR 3D,MR Post Processing,RID10312|RID13060|0|0|0|0|0|0|RID36017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID455,MRUECA,MR Arm Angio w/wo,MR Upper Extremity Angio w and wo IV Contrast,RID10312|RID13060|0|RID1850|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID457,MRABCA,MR Abd Angio w/wo,MR Abdomen Angio w and wo IV Contrast,RID10312|RID13060|0|RID56|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID459,MRCHCA,MR Chest Angio w/wo,MR Chest Angio w and wo IV Contrast,RID10312|RID13060|0|RID1243|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID461,MRHDEA,MR Head Angio w/wo,MR Head Angio w and wo IV Contrast,RID10312|RID13060|0|RID9080|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID462,MRHDUA,MR Head Angio wo,MR Head Angio wo IV Contrast,RID10312|RID13060|0|RID9080|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID463,MRLECA,MR Leg Angio w/wo,MR Lower Extremity Angio w and wo IV Contrast,RID10312|RID13060|0|RID2638|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID466,MRNKCA,MR Neck Angio w/wo,MR Neck Angio w and wo IV Contrast,RID10312|RID13060|0|RID7488|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID467,MRNKUA,MR Neck Angio wo,MR Neck Angio wo IV Contrast,RID10312|RID13060|0|RID7488|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID469,MRPLCA,MR Pelv Angio w/wo,MR Pelvis Angio w and wo IV Contrast,RID10312|RID13060|0|RID2507|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID472,MRFAU,MR Forearm wo,MR Forearm wo IV Contrast,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2107|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID473,MRABU,MR Abd wo,MR Abdomen wo IV Contrast,RID10312|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID474,MRABC,MR Abd w/wo,MR Abdomen w and wo IV Contrast,RID10312|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID475,MRABE,MR Abd w,MR Abdomen w IV Contrast,RID10312|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID476,MRBMU,MR Bone Marrow wo,MR Bone Marrow wo IV Contrast,RID10312|RID13060|0|RID13197|0|0|0|0|0|0|0|0|0|RID38594|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID478,MRBPU,MR Brachial Plexus wo,MR Brachial Plexus wo IV Contrast,RID10312|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|RID7202|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID479,MRHDU,MR Head wo,MR Head wo IV Contrast,RID10312|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID6434|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID480,MRHDC,MR Head w/wo,MR Head w and wo IV Contrast,RID10312|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID6434|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID481,MRHDE,MR Head w,MR Head w IV Contrast,RID10312|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID6434|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID486,MRCFU,MR Calf wo,MR Calf wo IV contrast,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID38595|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID487,MRCSC,MR C-Spine w/wo,MR Cervical Spine w and wo IV Contrast,RID10312|RID13060|0|RID34571|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID488,MRCSE,MR C-Spine w,MR Cervical Spine w IV Contrast,RID10312|RID13060|0|RID34571|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID489,MRCHU,MR Chest wo,MR Chest wo IV Contrast,RID10312|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID490,MRCHC,MR Chest w/wo,MR Chest w and wo IV Contrast,RID10312|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID491,MRCHE,MR Chest w,MR Chest w IV Contrast,RID10312|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID492,MRFIU,MR Finger wo,MR Finger wo IV Contrast,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2391|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID493,MRFTU,MR Foot wo,MR Foot wo IV Contrast,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID28829|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID494,MRHNU,MR Hand wo,MR Hand wo IV Contrast,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2318|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID495,MRLEE,MR Leg w,MR Lower Extremity w IV Contrast,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID496,MRLEU,MR Leg wo,MR Lower Extremity wo IV Contrast,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID497,MRLEAR,MR Leg Arthrogram,MR Lower Extremity Arthrogram,RID10312|RID13060|0|RID2638|0|0|0|0|RID10373|0|0|0|0|RID6122|0|0|0|0|0|0|0|0|0|0|0|0|
RPID498,MRLECJT,MR Leg Joint w/wo,MR Lower Extremity Joint w and wo IV Contrast,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID6122|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID499,MRLEUJT,MR Leg Joint wo,MR Lower Extremity Joint wo IV Contrast,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID6122|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID500,MRLSC,MR L-Spine w/wo,MR Lumbar Spine w and wo IV Contrast,RID10312|RID13060|0|RID34573|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID501,MRLSE,MR L-Spine w,MR Lumbar Spine w IV Contrast,RID10312|RID13060|0|RID34573|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID502,MRMDU,MR Mediastinum wo,MR Mediastinum wo IV Contrast,RID10312|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|RID1384|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID503,MRMDC,MR Mediastinum w/wo,MR Mediastinum w and wo IV Contrast,RID10312|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|RID1384|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID505,MRORE,MR Orbits w,MR Orbits w IV Contrast,RID10312|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID28601|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID506,MRFCE,MR Face w,MR Face w IV Contrast,RID10312|RID13060|0|RID13284|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID507,MRNKU,MR Neck wo,MR Neck wo IV Contrast,RID10312|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID508,MRORU,MR Orbits wo,MR Orbits wo IV Contrast,RID10312|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID28601|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID509,MRFCU,MR Face wo,MR Face wo IV Contrast,RID10312|RID13060|0|RID13284|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID510,MRNKC,MR Neck w/wo,MR Neck w and wo IV Contrast,RID10312|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID511,MRORC,MR Orbits w/wo,MR Orbits w and wo IV Contrast,RID10312|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID28601|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID512,MRFCC,MR Face w/wo,MR Face w and wo IV Contrast,RID10312|RID13060|0|RID13284|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID513,MRAKU,MR Ankle wo,MR Ankle wo IV Contrast,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID28545|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID514,MRAKC,MR Ankle w/wo,MR Ankle w and wo IV Contrast,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID28545|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID515,MRAKE,MR Ankle w,MR Ankle w IV Contrast,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID28545|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID516,MRELU,MR Elbow wo,MR Elbow wo IV Contrast,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2010|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID517,MRELC,MR Elbow w/wo,MR Elbow w and wo IV Contrast,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2010|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID518,MRELE,MR Elbow w,MR Elbow w IV Contrast,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2010|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID519,MRHPU,MR Hip wo,MR Hip wo IV Contrast,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2639|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID520,MRHPC,MR Hip w/wo,MR Hip w and wo IV Contrast,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2639|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID521,MRHPE,MR Hip w,MR Hip w IV Contrast,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2639|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID522,MRKNU,MR Knee wo,MR Knee wo IV Contrast,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2743|0|0|0|0|0|0|RID28768|0|0|0|0|0|
