"RPID78","CT SPINE DENSITO","CT SPINE DENSITOMETRY","A computed tomography  RADIOLOGY ORDERABLE DENSITOMETRY procedure focused on the SPINE","RID13060|RID10321|RID7741|RID28706|0"
"RPID79","CT HEAD DENTASCAN","CT HEAD DENTAL SCAN","A computed tomography  RADIOLOGY ORDERABLE DENTAL SCAN procedure focused on the HEAD","RID13060|RID10321|RID9080|RID36025|0"
"RPID80","CT GUIDE NEEDLE PLCMNT","CT GUIDANCE NEEDLE PLACEMENT","A computed tomography  RADIOLOGY ORDERABLE GUIDANCE procedure focused on the for the purpose of NEEDLE PLACEMENT","RID13060|RID10321|RID35732|RID35816|0"
"RPID81","CT MULTI PLAN REF","CT MULTI-PLANAR REFORMATION","A computed tomography  RADIOLOGY ORDERABLE MULTI-PLANAR REFORMATION imaging procedure focused on the","RID13060|RID10321|RID12759|0"
"RPID82","CT PELVIS PLVMTRY","CT PELVIS PELVIMETRY","A computed tomography  RADIOLOGY ORDERABLE PELVIMETRY procedure focused on the PELVIS","RID13060|RID10321|RID2507|RID35772|0"
"RPID83","CT HEAD IAC WO & W IVCON","CT HEAD INTERNAL AUDITORY CANAL WITHOUT THEN WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the INTERNAL AUDITORY CANAL in the HEAD WITHOUT THEN WITH IV CONTRAST","RID13060|RID10321|RID9080|RID9392|RID28771|0"
"RPID84","CT HEAD SELLA WO & W IVCON","CT HEAD SELLA TURCICA WITHOUT THEN WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the SELLA TURCICA in the HEAD WITHOUT THEN WITH IV CONTRAST","RID13060|RID10321|RID9080|RID9286|RID28771|0"
"RPID85","CT BONE DENSITO","CT BONE DENSITOMETRY","A computed tomography  RADIOLOGY ORDERABLE DENSITOMETRY procedure focused on the BONE","RID13060|RID10321|RID13197|RID28706|0"
"RPID86","CT ABD PELVIS COLONGRPHY SCREEN","CT ABDOMEN PELVIS COLONOGRAPHY SCREENING","A computed tomography  RADIOLOGY ORDERABLE COLONOGRAPHY procedure focused on the ABDOMEN and PELVIS for the purpose of SCREENING","RID13060|RID10321|RID56|RID2507|RID35723|RID28817|0"
"RPID87","CT ABD PELVIS COLONGRPHY WO IVCON","CT ABDOMEN PELVIS COLONOGRAPHY WITHOUT IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE COLONOGRAPHY procedure focused on the ABDOMEN and PELVIS WITHOUT IV CONTRAST","RID13060|RID10321|RID56|RID2507|RID35723|RID28768|0"
"RPID88","CT","CT","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the","RID13060|RID10321|0"
"RPID89","CT ABD PELVIS COLONGRPHY W IVCON","CT ABDOMEN PELVIS COLONOGRAPHY WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE COLONOGRAPHY procedure focused on the ABDOMEN and PELVIS WITH IV CONTRAST","RID13060|RID10321|RID56|RID2507|RID35723|RID28769|0"
"RPID90","CT LTD FOLL UP","CT LIMITED FOLLOW-UP PROCEDURE","A computed tomography  RADIOLOGY ORDERABLE LIMITED procedure focused on the for the purpose of FOLLOW-UP PROCEDURE","RID13060|RID10321|RID5684|RID35965|0"
"RPID91","CT HEAD IAC WO IVCON","CT HEAD INTERNAL AUDITORY CANAL WITHOUT IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the INTERNAL AUDITORY CANAL in the HEAD WITHOUT IV CONTRAST","RID13060|RID10321|RID9080|RID9392|RID28768|0"
"RPID92","CT HEAD IAC W IVCON","CT HEAD INTERNAL AUDITORY CANAL WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the INTERNAL AUDITORY CANAL in the HEAD WITH IV CONTRAST","RID13060|RID10321|RID9080|RID9392|RID28769|0"
"RPID93","CT BONE GUIDE RAD ABLAT","CT BONE GUIDANCE RADIOFREQUENCY ABLATION","A computed tomography  RADIOLOGY ORDERABLE GUIDANCE procedure focused on the BONE for the purpose of RADIOFREQUENCY ABLATION","RID13060|RID10321|RID13197|RID35732|RID1849|0"
"RPID94","CT ABD GUIDE RETRO BX","CT ABDOMEN GUIDANCE RETROPERITONEUM BIOPSY","A computed tomography  RADIOLOGY ORDERABLE GUIDANCE procedure focused on the RETROPERITONEUM in the ABDOMEN for the purpose of BIOPSY","RID13060|RID10321|RID56|RID35732|RID431|RID38611|0"
"RPID95","CT GUIDE BX","CT GUIDANCE BIOPSY","A computed tomography  RADIOLOGY ORDERABLE GUIDANCE procedure focused on the for the purpose of BIOPSY","RID13060|RID10321|RID35732|RID38611|0"
"RPID96","CT HEAD PERFUS W IVCON","CT HEAD PERFUSION WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE PERFUSION procedure focused on the HEAD WITH IV CONTRAST","RID13060|RID10321|RID9080|RID10376|RID28769|0"
"RPID97","CT GUIDE ASP","CT GUIDANCE ASPIRATION","A computed tomography  RADIOLOGY ORDERABLE GUIDANCE procedure focused on the for the purpose of ASPIRATION","RID13060|RID10321|RID35732|RID10398|0"
"RPID98","CT HEAD SINUSES WO & W IVCON","CT HEAD PARANASAL SINUSES WITHOUT THEN WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the PARANASAL SINUSES in the HEAD WITHOUT THEN WITH IV CONTRAST","RID13060|RID10321|RID9080|RID28579|RID28771|0"
"RPID99","CT GUIDE DRAIN","CT GUIDANCE DRAINAGE","A computed tomography  RADIOLOGY ORDERABLE GUIDANCE procedure focused on the for the purpose of DRAINAGE","RID13060|RID10321|RID35732|RID10417|0"
"RPID100","CT CHST ANGIO HEART CONG DX WO & W IVCON","CT CHEST ANGIOGRAPHY HEART CONGENITAL DISEASE WITHOUT THEN WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the HEART in the CHEST WITHOUT THEN WITH IV CONTRAST for the purpose of CONGENITAL DISEASE","RID13060|RID10321|RID1243|RID10371|RID1385|RID35738|RID28771|0"
"RPID101","CT CHST COR ARTS CALC SCORE WO IVCON","CT CHEST CORONARY ARTERIES CALCIUM SCORE WITHOUT IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the CORONARY ARTERIES in the CHEST WITHOUT IV CONTRAST for the purpose of CALCIUM SCORE","RID13060|RID10321|RID1243|RID28727|RID28808|RID28768|0"
"RPID102","CT CHST ANGIO HEART STRUCT MORPH WO & W IVCON","CT CHEST ANGIOGRAPHY HEART STRUCTURE MORPHOLOGY WITHOUT THEN WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the HEART in the CHEST WITHOUT THEN WITH IV CONTRAST for the purpose of STRUCTURE and MORPHOLOGY","RID13060|RID10321|RID1243|RID10371|RID1385|RID35808|RID28825|RID28771|0"
